,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,cci,pvo,willr,kama,ao,sp,psar,atr,adx,aroon,keltner,boll,stochrsi,macd,kst,vol,trix,emad,ema,hichi
1748,1748,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1020.48,2.05,-4.03,6.33,5.19,-3.79,5.88,3.55,44.0,13.0,31.0,29.55,0.06,1.23,-0.44,1000,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
4221,4221,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1020.0,2.0,-4.03,6.28,3.13,-3.03,7.64,2.95,37.0,22.0,15.0,59.46,0.07,0.96,-1.24,1000,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
557,557,557.0,557.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1019.92,2.0,-4.03,6.28,5.07,-3.05,8.15,3.41,42.0,20.0,22.0,47.62,0.06,1.0,-0.79,1000,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1683,1683,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1019.8,1.98,-4.03,6.26,1.7,-0.73,0.74,0.25,3.0,2.0,1.0,66.67,0.66,1.36,-0.73,1000,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
3542,3542,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1019.76,1.98,-4.03,6.26,3.13,-1.04,7.24,8.48,108.0,36.0,72.0,33.33,0.02,0.61,-0.27,1000,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
965,965,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1018.52,1.86,-4.03,6.13,2.11,-0.83,1.31,0.4,5.0,2.0,3.0,40.0,0.38,1.59,-0.43,1000,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
2108,2108,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1018.35,1.84,-4.03,6.11,1.27,-0.45,2.03,5.68,70.0,22.0,48.0,31.43,0.03,0.36,-0.12,1000,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1091,1091,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1018.14,1.82,-4.03,6.09,1.48,-1.45,1.66,2.81,35.0,17.0,18.0,48.57,0.06,0.35,-0.22,1000,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1576,1576,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1018.09,1.81,-4.03,6.08,5.83,-1.43,10.14,46.62,611.0,208.0,403.0,34.04,0.01,0.27,-0.13,1000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
115,115,115.0,115.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1017.9,1.79,-4.03,6.07,1.4,-0.15,0.31,1.22,15.0,4.0,11.0,26.67,0.12,0.64,-0.06,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1007,1007,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1017.89,1.79,-4.03,6.06,1.44,-1.45,2.21,4.37,54.0,23.0,31.0,42.59,0.04,0.32,-0.17,1000,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3484,3484,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1017.87,1.79,-4.03,6.06,5.73,-1.52,13.4,47.34,626.0,266.0,360.0,42.49,0.01,0.24,-0.16,1000,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1025,1025,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1017.71,1.77,-4.03,6.04,1.41,-1.45,1.69,2.98,37.0,18.0,19.0,48.65,0.05,0.37,-0.24,1000,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
3374,3374,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1017.67,1.77,-4.03,6.04,1.77,0.0,0.0,0.08,1.0,1.0,0.0,100.0,1.77,1.77,0.0,1000,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3481,3481,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1017.46,1.75,-4.03,6.02,1.7,-0.18,0.32,0.32,4.0,2.0,2.0,50.0,0.44,1.03,-0.15,1000,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
348,348,348.0,348.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1016.94,1.7,-4.03,5.96,1.7,0.0,0.0,0.08,1.0,1.0,0.0,100.0,1.7,1.7,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
1563,1563,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1016.94,1.7,-4.03,5.96,1.7,0.0,0.0,0.08,1.0,1.0,0.0,100.0,1.7,1.7,0.0,1000,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
552,552,552.0,552.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1016.94,1.7,-4.03,5.96,1.7,0.0,0.0,0.08,1.0,1.0,0.0,100.0,1.7,1.7,0.0,1000,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
478,478,478.0,478.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1016.94,1.7,-4.03,5.96,1.7,0.0,0.0,0.08,1.0,1.0,0.0,100.0,1.7,1.7,0.0,1000,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
3720,3720,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1016.84,1.69,-4.03,5.95,5.13,-1.94,6.63,3.07,38.0,12.0,26.0,31.58,0.06,1.47,-0.59,1000,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2276,2276,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1016.61,1.66,-4.03,5.93,1.77,-0.14,0.14,0.24,3.0,2.0,1.0,66.67,0.56,0.91,-0.14,1000,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
961,961,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1016.46,1.65,-4.03,5.91,1.4,-1.45,1.67,5.17,64.0,30.0,34.0,46.88,0.03,0.24,-0.15,1000,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
4573,4573,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1016.41,1.65,-4.03,5.91,5.72,-3.16,23.73,34.19,468.0,272.0,196.0,58.12,0.01,0.31,-0.41,1000,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3330,3330,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1016.2,1.62,-4.03,5.89,5.55,-1.52,15.58,51.19,688.0,296.0,392.0,43.02,0.01,0.24,-0.17,1000,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2113,2113,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1015.76,1.58,-4.03,5.84,1.27,-0.45,1.28,2.35,29.0,12.0,17.0,41.38,0.06,0.4,-0.18,1000,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
3136,3136,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1015.72,1.58,-4.03,5.84,3.98,-2.3,2.3,0.7,7.0,4.0,3.0,57.14,0.24,1.3,-1.16,1000,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3877,3877,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1015.65,1.57,-4.03,5.83,1.28,-0.06,0.07,0.24,3.0,2.0,1.0,66.67,0.52,0.82,-0.06,1000,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1639,1639,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1014.95,1.5,-4.03,5.76,5.75,-1.52,17.09,59.38,812.0,287.0,525.0,35.34,0.01,0.29,-0.15,1000,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3819,3819,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1014.86,1.49,-4.03,5.75,1.36,-0.18,0.26,0.4,5.0,3.0,2.0,60.0,0.3,0.58,-0.12,1000,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2315,2315,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1014.72,1.48,-4.03,5.73,1.39,-0.17,0.18,0.24,3.0,2.0,1.0,66.67,0.49,0.83,-0.17,1000,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3865,3865,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1014.49,1.45,-4.03,5.71,1.36,-0.18,0.2,0.32,4.0,3.0,1.0,75.0,0.37,0.55,-0.18,1000,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4218,4218,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1014.29,1.43,-4.03,5.69,3.53,-5.0,15.12,7.32,95.0,57.0,38.0,60.0,0.03,0.72,-1.01,1000,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3866,3866,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1014.1,1.41,-4.03,5.67,1.31,-0.54,1.03,1.63,20.0,9.0,11.0,45.0,0.07,0.37,-0.17,1000,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
656,656,656.0,656.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1013.64,1.37,-4.03,5.62,5.72,-1.52,15.16,62.57,841.0,341.0,500.0,40.55,0.01,0.24,-0.15,1000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3308,3308,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1013.17,1.32,-4.03,5.57,5.72,-1.52,15.13,51.84,695.0,277.0,418.0,39.86,0.01,0.25,-0.16,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2202,2202,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1013.02,1.31,-4.03,5.56,1.39,-0.18,0.39,0.48,6.0,3.0,3.0,50.0,0.22,0.57,-0.12,1000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2487,2487,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1012.8,1.28,-4.03,5.53,1.3,-0.39,1.83,2.83,35.0,12.0,23.0,34.29,0.04,0.4,-0.15,1000,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3748,3748,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1012.7,1.27,-4.03,5.52,1.27,0.0,0.0,0.08,1.0,1.0,0.0,100.0,1.27,1.27,0.0,1000,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2228,2228,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1012.2,1.22,-4.03,5.47,1.27,-0.39,2.34,2.92,36.0,13.0,23.0,36.11,0.04,0.41,-0.17,1000,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2295,2295,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1012.18,1.22,-4.03,5.47,1.28,-0.05,0.06,0.16,2.0,1.0,1.0,50.0,0.61,1.28,-0.05,1000,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
4342,4342,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1011.63,1.17,-4.03,5.41,1.19,0.0,0.02,0.28,1.0,1.0,0.0,100.0,1.19,1.19,0.0,1000,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1536,1536,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1011.62,1.17,-4.03,5.41,1.4,-0.14,0.43,1.61,20.0,6.0,14.0,30.0,0.06,0.34,-0.06,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2027,2027,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1011.14,1.12,-4.03,5.36,1.77,-0.18,0.41,0.64,8.0,2.0,6.0,25.0,0.14,0.91,-0.11,1000,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3248,3248,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1010.88,1.09,-4.03,5.33,3.66,-5.57,8.71,1.85,23.0,12.0,11.0,52.17,0.07,1.56,-1.55,1000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
451,451,451.0,451.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1010.61,1.06,-4.03,5.3,1.04,-0.17,0.26,0.57,7.0,3.0,4.0,42.86,0.16,0.47,-0.08,1000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
462,462,462.0,462.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1010.55,1.06,-4.03,5.3,1.04,0.0,0.0,0.16,2.0,2.0,0.0,100.0,0.53,0.53,0.0,1000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
455,455,455.0,455.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1010.55,1.06,-4.03,5.3,1.04,0.0,0.0,0.16,2.0,2.0,0.0,100.0,0.53,0.53,0.0,1000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
2499,2499,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1010.52,1.06,-4.03,5.3,1.3,-0.24,0.24,0.16,2.0,1.0,1.0,50.0,0.53,1.3,-0.24,1000,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1537,1537,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1010.51,1.05,-4.03,5.29,5.55,-1.03,4.16,2.09,26.0,6.0,20.0,23.08,0.05,1.75,-0.46,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1744,1744,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1010.35,1.04,-4.03,5.28,4.09,-2.33,8.25,5.26,67.0,37.0,30.0,55.22,0.02,0.57,-0.65,1000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2305,2305,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1010.26,1.03,-4.03,5.27,1.28,-0.24,0.24,0.16,2.0,1.0,1.0,50.0,0.52,1.28,-0.24,1000,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2279,2279,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1009.93,1.0,-4.03,5.23,1.0,0.0,0.0,0.08,1.0,1.0,0.0,100.0,1.0,1.0,0.0,1000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1598,1598,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1009.78,0.98,-4.03,5.22,2.46,-1.17,2.54,2.47,31.0,11.0,20.0,35.48,0.04,0.83,-0.39,1000,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1547,1547,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1009.5,0.95,-4.03,5.19,1.4,-0.14,0.37,0.8,10.0,2.0,8.0,20.0,0.1,0.71,-0.05,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2277,2277,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1009.45,0.95,-4.03,5.18,0.98,-0.03,0.03,0.16,2.0,1.0,1.0,50.0,0.48,0.98,-0.03,1000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2278,2278,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1009.42,0.95,-4.03,5.18,1.19,-0.24,0.24,0.16,2.0,1.0,1.0,50.0,0.48,1.19,-0.24,1000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2284,2284,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1009.35,0.94,-4.03,5.17,1.31,-0.36,0.36,0.16,2.0,1.0,1.0,50.0,0.47,1.31,-0.36,1000,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
770,770,770.0,770.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1009.23,0.93,-4.03,5.16,1.08,-0.19,0.19,0.4,5.0,4.0,1.0,80.0,0.19,0.28,-0.19,1000,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
4637,4637,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1008.94,0.9,-4.03,5.13,0.92,0.0,0.02,0.28,1.0,1.0,0.0,100.0,0.92,0.92,0.0,1000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
772,772,772.0,772.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1008.87,0.89,-4.03,5.12,1.04,-0.19,0.19,0.4,5.0,4.0,1.0,80.0,0.18,0.27,-0.19,1000,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
2211,2211,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1008.76,0.88,-4.03,5.11,1.2,-0.39,2.11,2.81,35.0,12.0,23.0,34.29,0.03,0.44,-0.19,1000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3283,3283,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1008.68,0.87,-4.03,5.1,1.27,-1.13,1.14,1.05,13.0,3.0,10.0,23.08,0.07,1.01,-0.21,1000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3555,3555,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1008.67,0.87,-4.03,5.1,0.88,-0.48,1.32,1.13,14.0,9.0,5.0,64.29,0.07,0.28,-0.31,1000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1737,1737,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1008.46,0.85,-4.03,5.08,1.47,-0.38,1.33,2.34,29.0,9.0,20.0,31.03,0.03,0.38,-0.12,1000,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4198,4198,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1008.44,0.85,-4.03,5.08,0.49,0.0,0.01,0.36,2.0,2.0,0.0,100.0,0.44,0.44,0.0,1000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
454,454,454.0,454.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1008.25,0.83,-4.03,5.06,1.08,-0.15,0.24,0.48,6.0,3.0,3.0,50.0,0.14,0.37,-0.09,1000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2466,2466,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1008.19,0.82,-4.03,5.05,1.29,-0.45,2.36,5.49,68.0,21.0,47.0,30.88,0.02,0.34,-0.13,1000,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
473,473,473.0,473.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1008.14,0.82,-4.03,5.05,1.76,-1.1,1.56,0.48,6.0,2.0,4.0,33.33,0.14,1.29,-0.43,1000,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1646,1646,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1008.04,0.81,-4.03,5.04,0.81,-0.58,0.58,0.24,3.0,2.0,1.0,66.67,0.27,0.7,-0.58,1000,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
464,464,464.0,464.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1007.9,0.79,-4.03,5.02,1.04,-0.15,0.24,0.48,6.0,3.0,3.0,50.0,0.14,0.36,-0.09,1000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
461,461,461.0,461.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1007.9,0.79,-4.03,5.02,1.04,-0.15,0.24,0.48,6.0,3.0,3.0,50.0,0.14,0.36,-0.09,1000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
159,159,159.0,159.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1007.53,0.76,-4.03,4.98,1.5,-0.49,0.74,0.24,3.0,1.0,2.0,33.33,0.26,1.5,-0.36,1000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
887,887,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1007.52,0.76,-4.03,4.98,2.0,-1.45,3.82,22.93,287.0,151.0,136.0,52.61,0.01,0.1,-0.1,1000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
962,962,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1007.27,0.73,-4.03,4.96,1.5,-1.45,2.79,3.69,46.0,16.0,30.0,34.78,0.02,0.49,-0.23,1000,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
2238,2238,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1007.13,0.72,-4.03,4.94,1.27,-0.39,1.84,2.5,31.0,10.0,21.0,32.26,0.03,0.42,-0.16,1000,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
654,654,654.0,654.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1006.49,0.65,-4.03,4.88,1.94,-0.61,1.42,0.56,7.0,2.0,5.0,28.57,0.1,1.39,-0.42,1000,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
323,323,323.0,323.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1006.21,0.63,-4.03,4.85,0.63,0.0,0.0,0.08,1.0,1.0,0.0,100.0,0.63,0.63,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
2045,2045,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1006.03,0.61,-4.03,4.83,0.98,-0.45,1.37,2.82,35.0,14.0,21.0,40.0,0.02,0.29,-0.16,1000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3739,3739,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1005.66,0.57,-4.03,4.79,1.86,-1.52,9.76,55.52,724.0,317.0,407.0,43.78,0.01,0.19,-0.14,1000,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
968,968,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1005.66,0.57,-4.03,4.79,1.47,-1.45,2.74,5.16,64.0,32.0,32.0,50.0,0.01,0.23,-0.2,1000,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3384,3384,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1005.47,0.55,-4.03,4.77,1.87,-1.52,6.91,36.04,462.0,218.0,244.0,47.19,0.01,0.19,-0.16,1000,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
553,553,553.0,553.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1005.2,0.52,-4.03,4.74,2.77,-1.52,14.64,50.46,678.0,236.0,442.0,34.81,0.01,0.28,-0.14,1000,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
152,152,152.0,152.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1005.15,0.52,-4.03,4.74,2.77,-1.69,11.56,13.06,162.0,59.0,103.0,36.42,0.01,0.65,-0.36,1000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2115,2115,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1005.08,0.51,-4.03,4.73,1.3,-0.47,2.16,5.55,69.0,20.0,49.0,28.99,0.01,0.36,-0.13,1000,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1070,1070,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1004.98,0.5,-4.03,4.72,1.07,-1.45,4.41,15.46,196.0,119.0,77.0,60.71,0.01,0.13,-0.18,1000,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
3551,3551,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1004.92,0.5,-4.03,4.71,1.49,-0.48,2.53,2.65,33.0,11.0,22.0,33.33,0.02,0.37,-0.15,1000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
728,728,728.0,728.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1004.83,0.49,-4.03,4.7,1.77,-0.66,1.26,0.8,10.0,3.0,7.0,30.0,0.05,0.89,-0.3,1000,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
1006,1006,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1004.46,0.45,-4.03,4.66,0.45,0.0,0.0,0.08,1.0,1.0,0.0,100.0,0.45,0.45,0.0,1000,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
347,347,347.0,347.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1004.38,0.44,-4.03,4.66,1.7,-1.53,1.97,0.49,6.0,2.0,4.0,33.33,0.08,1.26,-0.51,1000,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
631,631,631.0,631.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1004.25,0.43,-4.03,4.64,1.04,-0.54,1.24,1.3,16.0,4.0,12.0,25.0,0.03,0.51,-0.13,1000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1090,1090,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1004.22,0.43,-4.03,4.64,0.43,0.0,0.0,0.08,1.0,1.0,0.0,100.0,0.43,0.43,0.0,1000,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
489,489,489.0,489.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1004.03,0.41,-4.03,4.62,1.77,-2.89,2.9,0.4,5.0,4.0,1.0,80.0,0.1,0.84,-2.89,1000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
472,472,472.0,472.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1004.0,0.4,-4.03,4.62,1.76,-1.85,3.14,1.44,18.0,7.0,11.0,38.89,0.03,0.86,-0.5,1000,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
119,119,119.0,119.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1003.69,0.37,-4.03,4.58,1.04,-0.15,0.52,0.89,11.0,2.0,9.0,18.18,0.04,0.53,-0.07,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
